base_unit_cost,competitor_price_ratio,historical_demand_index,promotional_lift_pct,inventory_coverage_days,macro_seasonality_factor,will_convert_purchase
70.87,1.063,393.498,0.18,56,1.012,1
40.688,1.085,519.5,0.105,4,0.97,0
49.31,0.942,340.545,0.027,5,0.5,1
44.317,0.962,563.187,0.161,31,0.912,1
38.636,1.085,627.026,0.039,58,1.358,1
36.453,0.88,580.152,0.059,10,1.003,0
49.943,1.102,234.738,0.042,13,0.939,0
22.242,0.916,649.275,0.109,14,1.003,0
56.259,1.209,640.605,0.214,34,1.071,0
38.757,1.401,624.524,0.12,6,1.132,0
28.049,0.921,555.926,0.085,11,0.954,1
38.25,1.13,533.028,0.0,26,1.085,1
63.857,0.941,654.858,0.164,51,1.335,1
36.97,1.206,788.527,0.058,58,1.201,1
50.377,0.86,357.044,0.129,18,1.468,0
34.036,1.122,661.719,0.092,19,0.869,1
56.369,0.919,487.067,0.187,49,1.335,0
55.283,1.019,480.549,0.107,54,0.842,1
72.729,0.895,269.52,0.115,60,1.071,1
42.367,1.173,457.282,0.159,24,1.146,0
55.03,0.924,350.41,0.289,9,0.898,0
46.471,1.133,430.422,0.191,12,1.018,0
64.438,0.998,335.272,0.113,31,1.182,0
34.218,1.033,432.664,0.12,38,0.858,0
56.175,1.072,439.083,0.078,26,1.334,0
42.08,0.936,514.513,0.044,58,0.723,1
44.037,1.082,257.788,0.076,48,1.388,0
46.376,1.28,283.172,0.058,16,1.2,0
48.784,0.933,554.287,0.172,16,0.982,0
43.257,1.226,380.384,0.034,27,0.919,1
48.221,1.275,661.179,0.227,48,0.899,1
68.672,0.928,533.79,0.18,24,0.973,0
59.782,0.832,591.014,0.122,54,0.99,1
58.037,1.095,711.604,0.12,52,1.251,1
38.167,0.968,453.543,0.075,49,1.394,0
31.661,1.33,413.827,0.142,25,1.04,0
59.33,1.055,630.755,0.207,34,0.831,1
58.141,0.93,576.427,0.064,28,0.891,1
67.09,0.878,471.9,0.0,53,0.963,1
35.94,1.213,708.719,0.176,29,0.794,1
41.557,0.964,468.163,0.146,47,0.764,1
20.408,1.057,504.916,0.03,14,1.419,0
39.113,1.193,503.183,0.061,21,1.061,0
59.949,0.977,359.811,0.051,21,0.833,1
38.003,1.043,511.638,0.062,54,1.163,1
54.607,1.048,709.514,0.094,36,0.764,1
42.142,1.152,566.745,0.099,34,0.781,1
49.861,1.139,504.66,0.068,31,0.839,1
27.785,1.017,475.735,0.059,23,1.331,0
46.278,1.06,549.63,0.102,37,0.949,1
10.0,0.994,612.465,0.133,44,0.512,1
42.197,0.828,591.386,0.095,7,1.242,0
20.543,1.089,450.22,0.213,14,0.939,0
63.09,1.334,548.717,0.161,9,0.63,0
56.661,0.917,571.991,0.0,43,0.937,1
52.0,0.934,348.921,0.162,4,1.104,0
67.815,0.919,525.235,0.168,27,1.081,0
30.766,1.159,175.804,0.085,12,1.36,0
71.21,1.117,572.38,0.0,40,0.829,1
58.983,1.026,599.051,0.121,46,1.009,1
41.452,0.912,612.132,0.119,8,0.86,1
62.034,1.064,440.743,0.03,29,0.692,1
28.406,0.815,546.357,0.004,37,1.177,1
32.632,1.072,713.593,0.113,12,1.093,0
35.871,1.181,712.065,0.101,11,1.057,0
37.065,0.862,495.624,0.087,22,1.085,1
29.152,0.82,520.898,0.113,39,0.863,1
63.346,1.287,666.637,0.032,37,0.799,1
41.117,0.958,274.88,0.085,39,1.008,1
50.288,1.22,451.539,0.163,42,1.232,0
36.445,1.027,700.336,0.092,10,1.322,0
17.691,1.026,646.28,0.0,48,1.159,1
49.051,1.116,555.39,0.082,58,1.006,1
16.316,0.917,274.125,0.034,56,1.054,0
43.97,1.07,492.513,0.141,33,1.002,0
24.475,0.993,411.513,0.146,51,0.795,1
74.809,0.852,549.656,0.0,45,1.005,1
58.67,1.101,378.598,0.181,60,0.733,1
46.586,1.011,346.141,0.031,18,0.975,0
63.956,1.026,190.27,0.245,30,1.327,0
32.305,0.868,683.271,0.116,8,1.165,0
53.152,1.289,440.034,0.02,34,0.815,1
47.997,1.182,523.572,0.029,30,0.986,0
48.96,1.195,499.664,0.148,13,0.833,0
64.085,1.004,339.885,0.089,44,0.987,1
55.987,0.791,311.14,0.112,25,1.208,0
49.331,1.343,349.203,0.249,32,1.131,0
20.177,1.041,391.525,0.064,11,1.497,0
30.599,0.938,554.991,0.125,30,1.238,0
43.159,1.113,380.642,0.234,26,1.041,0
46.401,1.225,761.974,0.142,30,1.135,0
28.047,1.047,654.073,0.0,26,0.96,1
81.175,1.242,621.254,0.16,17,0.774,1
67.746,1.212,482.051,0.027,41,1.261,0
54.032,0.889,727.142,0.233,52,1.202,0
46.081,0.949,467.299,0.054,35,0.952,1
41.817,1.194,495.311,0.358,49,1.055,0
30.721,0.643,525.496,0.237,36,1.248,0
46.162,1.028,605.273,0.056,24,1.169,0
48.866,0.835,595.536,0.122,31,0.707,1
26.374,0.979,428.731,0.18,36,1.049,1
50.013,1.005,420.051,0.183,44,0.966,1
42.671,0.996,595.985,0.155,54,1.223,1
16.383,0.967,607.285,0.22,49,1.206,0
32.094,0.885,440.997,0.11,12,1.264,0
38.796,1.394,261.922,0.091,53,0.776,1
73.315,1.33,468.903,0.092,56,0.843,1
53.348,0.876,593.529,0.189,47,1.223,0
24.968,1.287,770.813,0.149,32,0.882,1
52.291,0.99,320.306,0.143,58,0.696,1
21.79,1.069,436.014,0.184,13,1.107,0
61.24,1.041,441.589,0.0,56,0.891,1
37.933,0.951,703.371,0.145,36,1.358,0
43.595,1.198,494.759,0.137,23,1.059,0
64.887,1.069,363.901,0.254,15,1.032,0
25.693,0.979,583.804,0.0,56,0.926,1
24.043,0.854,439.304,0.245,27,1.318,0
36.246,0.916,316.342,0.126,56,1.072,1
60.576,0.804,366.084,0.159,60,0.918,1
22.21,1.052,760.106,0.254,23,0.841,0
10.0,0.871,557.631,0.165,3,0.985,0
38.233,1.01,516.164,0.152,60,0.804,1
53.276,1.256,462.516,0.139,7,1.206,0
63.004,1.23,543.822,0.081,55,0.638,1
38.053,1.045,542.035,0.118,24,0.972,0
38.829,1.037,543.825,0.063,9,1.122,0
62.309,1.332,517.227,0.116,15,1.068,0
16.954,1.128,630.32,0.0,47,0.857,1
39.172,1.001,503.466,0.154,54,1.132,0
47.856,0.836,353.309,0.11,25,0.823,1
51.738,1.109,408.137,0.093,23,0.996,0
37.353,1.174,203.147,0.138,8,1.13,0
45.517,0.955,804.023,0.005,22,1.093,1
10.0,1.094,629.413,0.274,14,0.865,0
35.126,0.995,375.489,0.112,42,1.239,0
51.803,1.022,457.723,0.108,11,1.017,0
30.266,0.677,404.469,0.043,52,1.149,1
45.885,1.017,731.382,0.122,30,1.306,0
51.703,1.195,287.018,0.231,13,1.224,0
39.862,0.955,517.171,0.203,54,1.224,1
47.557,1.058,483.721,0.188,34,1.039,0
30.559,0.937,624.026,0.164,13,1.159,0
41.901,1.104,484.399,0.091,26,1.043,0
54.153,1.018,236.269,0.004,58,0.758,1
47.355,0.909,462.332,0.104,17,1.061,0
36.202,1.25,354.176,0.101,43,1.051,0
48.363,1.189,511.937,0.204,37,1.117,0
55.719,0.959,715.127,0.145,19,0.974,1
14.251,1.125,239.086,0.249,27,0.848,0
62.386,1.131,379.967,0.216,51,1.131,0
39.956,1.146,417.096,0.083,37,0.737,1
51.382,0.796,442.755,0.0,21,1.292,0
62.959,1.201,611.019,0.231,43,0.954,1
24.425,0.965,473.968,0.229,33,1.049,0
34.358,0.996,562.37,0.011,19,1.112,1
40.672,1.446,406.134,0.241,57,1.118,0
33.244,1.095,534.489,0.151,52,0.718,1
71.024,0.992,616.67,0.133,25,1.165,0
32.148,0.719,390.155,0.249,49,1.061,1
36.667,1.258,617.204,0.228,3,0.873,0
48.066,0.848,507.856,0.172,60,0.85,1
26.968,0.899,656.819,0.158,12,0.933,0
39.065,1.0,469.787,0.169,10,0.74,1
49.762,1.262,557.187,0.088,44,1.344,0
40.007,1.166,493.909,0.116,28,1.297,0
43.599,1.026,485.568,0.048,36,1.09,1
37.06,1.096,538.84,0.093,21,0.955,1
22.283,0.96,580.521,0.091,16,0.961,0
49.824,1.071,312.565,0.069,10,1.152,0
71.324,1.061,715.045,0.131,53,1.352,1
45.276,1.195,221.051,0.094,3,0.886,0
48.379,1.195,397.278,0.16,50,0.776,0
55.391,1.124,485.86,0.0,27,1.31,0
25.96,0.996,561.853,0.111,26,0.643,1
70.538,1.161,736.426,0.131,49,0.798,1
48.035,1.036,221.256,0.095,22,0.951,0
69.478,0.888,423.846,0.106,58,0.688,1
34.005,0.99,180.975,0.0,32,1.222,0
72.271,1.063,504.743,0.149,7,1.171,0
56.627,1.187,540.753,0.172,5,0.885,0
53.296,1.022,738.619,0.159,34,1.256,0
48.51,0.869,518.095,0.203,19,1.29,0
41.272,1.059,656.604,0.136,44,0.977,1
63.008,1.067,587.576,0.158,7,0.91,1
47.105,1.078,434.713,0.132,13,1.452,0
15.494,1.188,288.656,0.175,40,1.144,0
28.242,1.203,541.25,0.0,6,1.051,0
42.212,0.961,276.185,0.049,41,1.273,0
49.65,0.958,694.281,0.247,21,1.06,0
44.151,0.894,475.691,0.0,41,0.899,1
63.285,1.155,679.277,0.109,48,1.016,1
15.733,1.267,427.968,0.214,51,1.208,0
47.154,1.003,540.328,0.113,25,0.602,1
17.73,1.014,531.402,0.088,19,0.942,1
56.396,1.27,493.243,0.13,15,1.277,0
43.583,1.126,435.101,0.092,29,0.898,1
51.294,1.115,558.868,0.122,3,1.309,0
32.042,0.871,361.076,0.065,4,1.283,0
64.192,1.152,318.585,0.209,20,0.987,0
60.626,0.911,686.424,0.234,38,0.886,1
53.753,0.88,609.075,0.109,47,0.943,1
43.057,0.998,509.884,0.009,35,1.533,0
53.698,0.962,749.771,0.078,38,1.375,0
34.397,1.017,459.835,0.105,4,1.025,0
57.833,0.834,698.405,0.16,6,0.878,0
69.742,1.194,526.336,0.039,18,1.023,1
61.059,1.219,346.287,0.058,6,1.049,0
34.056,0.758,777.206,0.161,59,0.751,1
50.421,1.197,648.607,0.195,11,1.016,0
25.603,0.928,481.847,0.07,51,1.264,1
53.586,1.179,609.076,0.013,23,0.64,1
51.759,1.04,439.444,0.383,25,1.165,0
16.953,1.054,624.372,0.183,54,1.275,0
27.573,1.022,141.338,0.099,55,0.888,1
40.753,1.232,347.03,0.19,4,1.339,0
40.487,0.864,646.889,0.11,5,0.862,0
26.858,1.141,462.552,0.189,25,1.088,0
50.835,1.215,531.131,0.133,28,0.939,0
48.772,1.157,297.982,0.127,49,0.939,1
42.086,1.399,777.18,0.111,9,0.877,1
33.663,0.971,678.579,0.004,38,1.14,1
60.731,1.194,469.897,0.275,46,1.17,0
69.831,1.034,439.296,0.045,35,0.987,1
37.747,1.235,654.441,0.011,51,0.728,1
35.817,1.049,797.371,0.103,38,1.081,1
52.368,0.992,643.064,0.043,6,1.084,0
39.63,1.246,825.77,0.116,56,0.957,1
42.909,0.976,361.647,0.175,25,1.373,0
56.095,0.838,377.092,0.2,27,0.687,1
16.36,0.972,321.659,0.185,43,0.557,1
64.775,1.143,566.264,0.096,28,0.854,1
46.09,1.259,526.341,0.124,30,1.142,0
38.828,1.067,477.207,0.153,30,0.789,1
43.661,1.248,621.389,0.0,23,0.804,1
44.436,0.846,684.849,0.166,12,1.19,0
19.032,0.984,271.151,0.003,29,1.093,1
67.424,1.007,410.454,0.283,53,1.075,1
45.62,1.033,623.022,0.088,53,1.156,1
51.645,1.063,429.839,0.105,17,0.915,0
59.273,1.154,380.269,0.058,56,0.924,1
29.683,0.983,652.781,0.07,19,1.162,0
52.102,1.071,306.575,0.302,41,0.731,1
40.985,1.043,454.763,0.195,37,0.571,1
57.702,0.911,549.297,0.0,7,0.913,1
13.092,1.033,413.927,0.24,18,1.186,0
43.514,1.028,617.473,0.215,25,1.051,0
35.958,1.025,414.668,0.098,41,1.171,1
51.484,1.055,711.293,0.145,50,0.597,1
52.051,1.061,481.138,0.119,11,1.063,0
34.386,0.985,600.691,0.278,35,1.131,0
34.317,1.241,611.904,0.056,37,0.73,1
43.34,0.875,405.869,0.132,59,1.172,1
31.55,0.942,191.977,0.086,42,0.978,0
57.63,1.467,554.113,0.005,52,1.614,0
39.462,0.894,510.843,0.295,26,0.565,1
10.0,0.847,583.374,0.025,26,1.274,0
39.378,1.16,466.021,0.138,52,0.921,1
29.422,0.738,435.436,0.0,26,0.677,1
20.531,1.015,801.271,0.088,21,0.895,1
26.439,1.372,279.147,0.154,41,1.055,0
46.641,0.818,610.093,0.054,27,1.207,0
64.93,0.753,413.81,0.167,54,1.344,0
49.698,0.825,449.633,0.098,33,1.284,1
35.902,1.185,452.435,0.213,40,0.807,0
51.839,1.219,379.485,0.229,27,1.226,0
38.114,0.973,585.684,0.073,29,1.078,1
34.581,1.152,708.597,0.126,34,0.869,1
27.685,1.259,570.502,0.135,13,0.958,0
18.723,1.318,515.507,0.17,7,0.858,0
39.151,1.013,352.034,0.121,46,1.007,1
47.371,0.705,577.524,0.135,35,0.854,1
43.551,0.927,823.452,0.101,21,0.794,1
38.76,0.986,442.896,0.129,45,1.096,1
30.814,1.011,443.602,0.224,49,1.126,0
54.124,1.022,415.837,0.172,59,0.962,1
25.243,1.218,426.588,0.176,18,1.274,0
56.64,1.241,88.205,0.178,37,0.948,0
29.967,1.024,560.755,0.108,13,0.939,1
33.713,1.215,373.167,0.146,13,1.132,0
22.998,1.104,258.461,0.033,12,0.974,0
37.479,1.06,612.978,0.222,36,1.017,0
59.63,1.186,337.697,0.0,54,0.5,1
52.734,1.061,449.2,0.113,7,1.003,0
59.676,1.359,719.966,0.211,25,0.635,1
52.832,0.834,288.618,0.011,57,0.756,1
28.445,0.973,270.11,0.152,27,0.733,0
40.038,1.031,540.396,0.066,31,0.791,1
33.297,1.116,672.423,0.09,42,0.89,1
64.959,1.24,263.849,0.196,15,0.903,0
27.048,1.046,561.153,0.136,49,1.133,1
58.405,0.837,587.15,0.0,34,1.044,1
58.394,1.176,191.126,0.042,36,0.62,1
72.444,1.163,619.775,0.198,14,1.017,0
38.855,0.759,631.491,0.156,26,1.064,1
55.685,1.049,453.232,0.26,42,0.934,0
79.225,0.811,687.852,0.255,23,0.988,1
35.735,0.95,670.468,0.093,31,1.038,1
21.974,0.915,515.468,0.32,53,1.153,0
16.8,1.171,432.283,0.122,59,0.685,1
55.691,1.068,354.076,0.043,25,0.951,1
16.753,0.857,494.365,0.069,35,1.302,0
39.415,1.182,585.464,0.0,10,1.283,0
51.56,0.835,451.373,0.249,44,1.17,0
